rideid,startpoint,endpoint,starttime,endtime,vehicleid,subscriptionid,startlockid,endlockid
5167,"(51.2191,4.3949)","(51.1906,4.38893)",2019-09-22 01:33:08.000000,2019-09-22 01:42:57.000000,5561,74440,2565,6272
5168,"(51.213,4.42176)","(51.219,4.40405)",2019-09-22 01:28:14.000000,2019-09-22 01:35:18.000000,4142,33552,2240,65
5169,"(51.2297,4.40572)","(51.1985,4.39071)",2019-09-22 01:47:37.000000,2019-09-22 02:00:59.000000,5433,73932,593,1676
5170,"(51.213,4.42164)","(51.1847,4.3425)",2019-09-22 01:08:49.000000,2019-09-22 01:41:38.000000,5610,24285,1172,6803
5171,"(51.2282,4.41337)","(51.2078,4.39439)",2019-09-22 01:36:35.000000,2019-09-22 01:45:12.000000,313,58731,660,1979
5172,"(51.2123,4.40364)","(51.206,4.44926)",2019-09-22 01:02:35.000000,2019-09-22 01:14:48.000000,357,22351,3133,4892
5173,"(51.2095,4.45816)","(51.2192,4.47516)",2019-09-22 01:55:33.000000,2019-09-22 02:03:20.000000,1756,68807,4725,7181
5174,"(51.2088,4.40834)","(51.2261,4.42638)",2019-09-22 01:18:50.000000,2019-09-22 01:26:49.000000,1556,22010,2052,6548
5175,"(51.1931,4.408)","(51.1705,4.39471)",2019-09-22 01:51:56.000000,2019-09-22 02:00:05.000000,1048,66165,1614,5586
5176,"(51.2023,4.41208)","(51.2272,4.42228)",2019-09-22 01:10:51.000000,2019-09-22 01:20:36.000000,207,53573,1820,1533
5177,"(51.2191,4.3949)","(51.1885,4.39095)",2019-09-22 01:36:30.000000,2019-09-22 01:46:30.000000,1084,54446,2569,6190
5178,"(51.2055,4.39933)","(51.2431,4.44735)",2019-09-22 01:38:58.000000,2019-09-22 01:55:07.000000,773,30192,3406,4045
5179,"(51.2088,4.40834)","(51.1653,4.3939)",2019-09-22 01:32:36.000000,2019-09-22 01:48:29.000000,303,61040,2039,5691
5180,"(51.2354,4.4271)","(51.1968,4.39632)",2019-09-22 01:30:54.000000,2019-09-22 01:45:51.000000,3677,42049,4209,754
5181,"(51.1931,4.408)","(51.2281,4.41173)",2019-09-22 01:16:14.000000,2019-09-22 01:26:24.000000,3918,70847,1613,2792
5182,"(51.2221,4.41835)","(51.2036,4.41518)",2019-09-22 01:22:38.000000,2019-09-22 01:28:11.000000,1630,70550,2608,829
5183,"(51.2135,4.40496)","(51.2123,4.39402)",2019-09-22 01:52:53.000000,2019-09-22 01:56:26.000000,1505,74525,2255,2207
5184,"(51.2205,4.4692)","(51.2221,4.43375)",2019-09-22 01:09:14.000000,2019-09-22 01:19:54.000000,5694,4006,4567,2679
5185,"(51.2195,4.41169)","(51.226,4.42343)",2019-09-22 01:41:30.000000,2019-09-22 01:45:22.000000,4042,18785,170,1081
5186,"(51.1933,4.43703)","(51.1933,4.43703)",2019-09-22 01:21:03.000000,2019-09-22 01:21:03.000000,360,,5178,5178
5188,"(51.1975,4.4596)","(51.2095,4.45816)",2019-09-22 01:52:21.000000,2019-09-22 01:56:23.000000,5617,72336,5050,4733
5189,"(51.2217,4.42071)","(51.2259,4.4708)",2019-09-22 01:04:26.000000,2019-09-22 01:27:35.000000,1154,25768,2657,7240
5190,"(51.2069,4.43013)","(51.2422,4.44252)",2019-09-22 01:27:54.000000,2019-09-22 01:38:09.000000,2683,20223,1211,3991
5192,"(51.2313,4.421)","(51.206,4.39297)",2019-09-22 01:17:42.000000,2019-09-22 01:30:18.000000,1614,76790,3239,722
5193,"(51.2281,4.40573)","(51.2153,4.41198)",2019-09-22 01:05:33.000000,2019-09-22 01:09:41.000000,2605,22952,2947,2317
5194,"(51.2201,4.38179)","(51.2262,4.40961)",2019-09-22 01:13:38.000000,2019-09-22 01:21:26.000000,1496,11740,515,2860
5195,"(51.2078,4.39439)","(51.1692,4.36344)",2019-09-22 01:28:30.000000,2019-09-22 01:44:44.000000,3900,36087,1970,6835
5196,"(51.2033,4.3889)","(51.248,4.43302)",2019-09-22 01:09:13.000000,2019-09-22 01:37:08.000000,4073,59205,3454,3849
5197,"(51.2134,4.45347)","(51.2038,4.44423)",2019-09-22 01:03:35.000000,2019-09-22 01:07:31.000000,1830,32321,4649,4913
5198,"(51.2055,4.39933)","(51.2195,4.41169)",2019-09-22 01:57:56.000000,2019-09-22 02:03:36.000000,1247,19986,3413,167
5199,"(51.201,4.43406)","(51.2008,4.39421)",2019-09-22 02:00:00.000000,2019-09-22 02:14:23.000000,2577,,1747,1729
5200,"(51.201,4.43406)","(51.2008,4.39421)",2019-09-22 02:00:00.000000,2019-09-22 02:17:16.000000,1324,,1748,1730
5201,"(51.201,4.43406)","(51.2008,4.39421)",2019-09-22 02:00:00.000000,2019-09-22 02:10:41.000000,2762,,1749,1731
5202,"(51.201,4.43406)","(51.2008,4.39421)",2019-09-22 02:00:00.000000,2019-09-22 02:13:21.000000,1459,,1750,1732
5204,"(51.201,4.43406)","(51.2008,4.39421)",2019-09-22 02:00:00.000000,2019-09-22 02:12:59.000000,3442,,1752,1734
5205,"(51.201,4.43406)","(51.2008,4.39421)",2019-09-22 02:00:00.000000,2019-09-22 02:11:22.000000,4082,,1753,1735
5206,"(51.1721,4.33814)","(51.2311,4.41267)",2019-09-22 02:23:24.000000,2019-09-22 02:49:39.000000,423,57339,6649,576
5207,"(51.1991,4.41545)","(51.1831,4.42431)",2019-09-22 02:31:25.000000,2019-09-22 02:38:25.000000,3704,35667,992,5462
5208,"(51.2141,4.39792)","(51.2198,4.45487)",2019-09-22 02:36:28.000000,2019-09-22 02:57:56.000000,589,47190,817,4465
5209,"(51.183,4.43873)","(51.183,4.43873)",2019-09-22 02:10:58.000000,2019-09-22 02:10:58.000000,863,32519,5280,5287
5210,"(51.2016,4.42358)","(51.2199,4.36992)",2019-09-22 02:06:03.000000,2019-09-22 02:30:11.000000,350,52738,1041,7005
5211,"(51.1933,4.43703)","(51.2182,4.40617)",2019-09-22 02:53:50.000000,2019-09-22 03:11:22.000000,3795,35763,5154,2473
5212,"(51.2281,4.41173)","(51.2036,4.42548)",2019-09-22 02:14:53.000000,2019-09-22 02:24:27.000000,279,66644,2812,6592
5213,"(51.1719,4.38237)","(51.1682,4.39444)",2019-09-22 02:19:51.000000,2019-09-22 02:23:34.000000,1696,24767,6305,5750
5214,"(51.2216,4.4005)","(51.1682,4.39444)",2019-09-22 02:30:48.000000,2019-09-22 02:55:21.000000,3607,2632,614,5749
6175,"(51.2229,4.40622)","(51.1744,4.40334)",2019-09-22 02:21:17.000000,2019-09-22 02:36:22.000000,1055,70635,1129,5612
6176,"(51.2313,4.421)","(51.1836,4.39404)",2019-09-22 02:44:05.000000,2019-09-22 03:00:19.000000,1305,64567,3226,5643
6177,"(51.2058,4.39879)","(51.2054,4.43226)",2019-09-22 02:28:46.000000,2019-09-22 02:41:24.000000,646,42429,1442,1936
6178,"(51.2103,4.39686)","(51.2205,4.4692)",2019-09-22 02:28:52.000000,2019-09-22 02:57:19.000000,3433,39017,917,4555
6180,"(51.2333,4.41391)","(51.2192,4.46007)",2019-09-22 02:44:59.000000,2019-09-22 03:06:54.000000,134,1550,4065,4527
6181,"(51.2224,4.43004)","(51.2036,4.41518)",2019-09-22 02:10:47.000000,2019-09-22 02:20:32.000000,3639,20030,762,830
6182,"(51.2183,4.41409)","(51.2012,4.40224)",2019-09-22 02:38:09.000000,2019-09-22 02:45:26.000000,3959,39422,2517,1798
6183,"(51.2123,4.39402)","(51.2104,4.38767)",2019-09-22 02:47:54.000000,2019-09-22 02:50:03.000000,2731,3206,2214,106
6184,"(51.2062,4.38336)","(51.1751,4.43013)",2019-09-22 02:34:13.000000,2019-09-22 02:54:46.000000,1457,42462,7533,6989
6185,"(51.2036,4.41518)","(51.2055,4.39933)",2019-09-22 02:54:40.000000,2019-09-22 03:00:20.000000,692,68516,840,3398
6186,"(51.2354,4.4271)","(51.248,4.43302)",2019-09-22 02:24:35.000000,2019-09-22 02:30:21.000000,5497,43120,4207,3841
6187,"(51.2272,4.42228)","(51.2279,4.37864)",2019-09-22 02:09:47.000000,2019-09-22 02:22:10.000000,1637,62034,1534,306
6188,"(51.2012,4.40224)","(51.2311,4.41267)",2019-09-22 02:40:17.000000,2019-09-22 02:50:05.000000,3937,10482,1797,569
6189,"(51.2177,4.42075)","(51.2536,4.4232)",2019-09-22 02:08:11.000000,2019-09-22 02:22:59.000000,5637,22434,36,3528
6190,"(51.1875,4.36355)","(51.2077,4.39846)",2019-09-22 02:32:34.000000,2019-09-22 02:44:04.000000,1658,76892,7099,1950
6191,"(51.2333,4.40311)","(51.2135,4.40496)",2019-09-22 02:42:14.000000,2019-09-22 02:50:13.000000,5437,47428,4106,2261
6192,"(51.2148,4.39632)","(51.2173,4.42017)",2019-09-22 02:06:26.000000,2019-09-22 02:15:22.000000,382,48202,2352,3206
6193,"(51.2311,4.41267)","(51.2205,4.4692)",2019-09-22 02:55:02.000000,2019-09-22 03:14:59.000000,3937,38880,569,4558
6194,"(51.2272,4.42228)","(51.2012,4.40224)",2019-09-22 02:44:42.000000,2019-09-22 02:54:50.000000,207,63700,1533,1795
6195,"(51.1985,4.39071)","(51.2119,4.39894)",2019-09-22 02:34:46.000000,2019-09-22 02:40:27.000000,2733,35475,1689,2193
6196,"(51.206,4.44926)","(51.2333,4.41391)",2019-09-22 02:05:17.000000,2019-09-22 02:21:23.000000,3417,58518,4863,4068
6197,"(51.1865,4.40427)","(51.209,4.43266)",2019-09-22 03:00:00.000000,2019-09-22 03:11:59.000000,1855,,5473,2053
6199,"(51.1865,4.40427)","(51.209,4.43266)",2019-09-22 03:00:00.000000,2019-09-22 03:14:16.000000,1610,,5475,2056
6200,"(51.1865,4.40427)","(51.209,4.43266)",2019-09-22 03:00:00.000000,2019-09-22 03:14:12.000000,1534,,5476,2057
6201,"(51.1865,4.40427)","(51.209,4.43266)",2019-09-22 03:00:00.000000,2019-09-22 03:09:40.000000,2648,,5477,2058
6202,"(51.1865,4.40427)","(51.209,4.43266)",2019-09-22 03:00:00.000000,2019-09-22 03:10:14.000000,3422,,5478,2059
6203,"(51.1865,4.40427)","(51.209,4.43266)",2019-09-22 03:00:00.000000,2019-09-22 03:11:30.000000,4144,,5479,2060
6204,"(51.2134,4.41328)","(51.1991,4.41545)",2019-09-22 03:26:27.000000,2019-09-22 03:32:06.000000,3650,54116,1460,1006
6205,"(51.1876,4.4351)","(51.1925,4.42158)",2019-09-22 03:20:41.000000,2019-09-22 03:25:22.000000,307,33800,5311,3314
6206,"(51.2313,4.421)","(51.2054,4.41352)",2019-09-22 03:14:26.000000,2019-09-22 03:22:28.000000,1235,12323,3256,1410
6207,"(51.226,4.42343)","(51.2155,4.42551)",2019-09-22 03:24:55.000000,2019-09-22 03:28:45.000000,204,65655,1095,1055
6208,"(51.2229,4.40622)","(51.1777,4.35008)",2019-09-22 03:08:05.000000,2019-09-22 03:29:53.000000,768,52778,1121,5992
6209,"(51.1832,4.36413)","(51.2305,4.40769)",2019-09-22 03:18:12.000000,2019-09-22 03:37:11.000000,1711,30471,5937,4173
6210,"(51.2318,4.42699)","(51.2229,4.40622)",2019-09-22 03:13:59.000000,2019-09-22 03:21:41.000000,2641,11233,3096,1099
6211,"(51.1885,4.3727)","(51.1885,4.3727)",2019-09-22 03:39:19.000000,2019-09-22 03:39:19.000000,1058,,6121,6121
6212,"(51.2078,4.39439)","(51.2179,4.41777)",2019-09-22 03:21:21.000000,2019-09-22 03:30:21.000000,3794,67288,1973,983
6213,"(51.2318,4.42699)","(51.213,4.42164)",2019-09-22 03:47:24.000000,2019-09-22 03:53:41.000000,488,62113,3076,1174
6214,"(51.1938,4.40228)","(51.2431,4.44735)",2019-09-22 03:49:39.000000,2019-09-22 04:07:54.000000,1962,3296,3193,4017
6215,"(51.191,4.37669)","(51.2134,4.41328)",2019-09-22 04:00:00.000000,2019-09-22 04:15:54.000000,763,,6193,1459
6217,"(51.191,4.37669)","(51.2134,4.41328)",2019-09-22 04:00:00.000000,2019-09-22 04:12:30.000000,323,,6195,1461
6219,"(51.191,4.37669)","(51.2134,4.41328)",2019-09-22 04:00:00.000000,2019-09-22 04:14:58.000000,8,,6197,1463
6221,"(51.191,4.37669)","(51.2134,4.41328)",2019-09-22 04:00:00.000000,2019-09-22 04:13:29.000000,3404,,6199,1465
6222,"(51.2318,4.42699)","(51.2183,4.41409)",2019-09-22 04:06:45.000000,2019-09-22 04:12:15.000000,5709,68092,3089,2494
6223,"(51.2299,4.43167)","(51.2155,4.42551)",2019-09-22 04:15:37.000000,2019-09-22 04:20:11.000000,3572,30697,3102,1056
6224,"(51.2058,4.39879)","(51.21,4.42741)",2019-09-22 04:29:32.000000,2019-09-22 04:37:51.000000,2011,3370,1450,219
6225,"(51.2299,4.43167)","(51.2141,4.39792)",2019-09-22 04:55:12.000000,2019-09-22 05:09:10.000000,3597,76435,3103,818
6226,"(51.2019,4.39835)","(51.1692,4.36344)",2019-09-22 04:55:58.000000,2019-09-22 05:13:03.000000,3942,21462,3384,6830
6227,"(51.211,4.39035)","(51.2282,4.41337)",2019-09-22 04:20:32.000000,2019-09-22 04:29:36.000000,496,8962,2128,635
6228,"(51.2092,4.40293)","(51.2165,4.39375)",2019-09-22 04:32:42.000000,2019-09-22 04:36:00.000000,220,20796,2073,1486
6229,"(51.2216,4.4005)","(51.2473,4.44902)",2019-09-22 04:06:09.000000,2019-09-22 04:26:56.000000,841,66182,625,3909
6230,"(51.2243,4.39907)","(51.2536,4.46369)",2019-09-22 04:25:08.000000,2019-09-22 04:43:59.000000,4099,2206,2724,3631
6231,"(51.1767,4.38241)","(51.2104,4.38767)",2019-09-22 04:20:46.000000,2019-09-22 04:30:24.000000,1887,18766,5763,102
6233,"(51.219,4.40405)","(51.1767,4.38241)",2019-09-22 04:31:43.000000,2019-09-22 04:49:29.000000,1033,73170,64,5796
6234,"(51.2297,4.40572)","(51.1938,4.40228)",2019-09-22 04:13:55.000000,2019-09-22 04:30:26.000000,2689,55299,584,3193
6235,"(51.2187,4.40066)","(51.1925,4.42158)",2019-09-22 04:54:09.000000,2019-09-22 05:08:30.000000,664,8888,79,3341
6236,"(51.2134,4.41328)","(51.2305,4.40769)",2019-09-22 04:19:42.000000,2019-09-22 04:24:45.000000,8,57126,1463,4191
6237,"(51.2043,4.46124)","(51.213,4.42164)",2019-09-22 04:39:02.000000,2019-09-22 04:51:00.000000,1769,6954,7205,1205
6238,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:19:18.000000,2718,,5995,2215
6239,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:24:13.000000,579,,5996,2216
6240,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:23:34.000000,1461,,5997,2217
6241,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:30:51.000000,1720,,5998,2219
6242,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:30:17.000000,1735,,5999,2220
6243,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:30:38.000000,3877,,6001,2221
6244,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:24:38.000000,5533,,6003,2222
6245,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:29:16.000000,5687,,6004,2223
6246,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:26:43.000000,5668,,6006,2224
6247,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:24:43.000000,3947,,6007,2225
6248,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:27:10.000000,5581,,6008,2226
6249,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:25:32.000000,5488,,6009,2227
6250,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:26:18.000000,2790,,6010,2228
6251,"(51.1773,4.35972)","(51.213,4.42176)",2019-09-22 05:00:00.000000,2019-09-22 05:22:53.000000,3965,,6012,2229
6253,"(51.1709,4.34944)","(51.1749,4.35996)",2019-09-22 05:39:27.000000,2019-09-22 05:44:27.000000,1422,77418,6711,7069
6254,"(51.21,4.42741)","(51.2216,4.40268)",2019-09-22 05:51:57.000000,2019-09-22 06:00:31.000000,1978,56532,227,2638
6335,"(51.2082,4.42433)","(51.1705,4.39471)",2019-09-22 05:46:44.000000,2019-09-22 06:07:15.000000,909,25693,1995,5596
6336,"(51.2281,4.40573)","(51.209,4.43266)",2019-09-22 05:31:57.000000,2019-09-22 05:47:10.000000,3815,31244,2939,2064
6338,"(51.2033,4.3889)","(51.2314,4.40357)",2019-09-22 05:52:47.000000,2019-09-22 06:03:15.000000,5480,71258,3434,547
6339,"(51.2261,4.42638)","(51.2279,4.37864)",2019-09-22 05:36:49.000000,2019-09-22 05:55:23.000000,3682,55551,6568,297
6340,"(51.211,4.40724)","(51.1906,4.38893)",2019-09-22 05:07:44.000000,2019-09-22 05:15:37.000000,5669,33322,2159,6273
6343,"(51.2077,4.39846)","(51.1728,4.40521)",2019-09-22 05:32:08.000000,2019-09-22 05:48:17.000000,1665,74467,1958,7469
6344,"(51.2191,4.3949)","(51.2104,4.38767)",2019-09-22 05:32:56.000000,2019-09-22 05:36:24.000000,5435,29989,2589,101
6345,"(51.1968,4.40579)","(51.1744,4.40334)",2019-09-22 05:16:32.000000,2019-09-22 05:25:18.000000,1153,6643,677,5630
6346,"(51.211,4.39035)","(51.2184,4.38558)",2019-09-22 05:36:45.000000,2019-09-22 05:40:37.000000,1399,67232,2129,313
6348,"(51.1886,4.42959)","(51.2311,4.41267)",2019-09-22 05:25:32.000000,2019-09-22 05:38:05.000000,1717,24079,5207,567
6349,"(51.2402,4.40843)","(51.2305,4.40769)",2019-09-22 05:52:39.000000,2019-09-22 05:56:25.000000,1046,8571,6463,4169
6350,"(51.211,4.40724)","(51.2047,4.39625)",2019-09-22 05:45:03.000000,2019-09-22 05:48:30.000000,4021,1694,2147,112
6353,"(51.2047,4.39625)","(51.2058,4.39879)",2019-09-22 05:41:53.000000,2019-09-22 05:42:41.000000,855,21535,119,1456
6354,"(51.2184,4.38558)","(51.1968,4.40579)",2019-09-22 06:00:00.000000,2019-09-22 06:12:44.000000,25,,307,667
6355,"(51.2184,4.38558)","(51.1968,4.40579)",2019-09-22 06:00:00.000000,2019-09-22 06:11:02.000000,937,,308,668
6356,"(51.2184,4.38558)","(51.1968,4.40579)",2019-09-22 06:00:00.000000,2019-09-22 06:08:35.000000,1552,,310,669
6357,"(51.2184,4.38558)","(51.1968,4.40579)",2019-09-22 06:00:00.000000,2019-09-22 06:11:09.000000,2561,,311,670
6358,"(51.2184,4.38558)","(51.1968,4.40579)",2019-09-22 06:00:00.000000,2019-09-22 06:10:58.000000,81,,312,671
6359,"(51.2184,4.38558)","(51.1968,4.40579)",2019-09-22 06:00:00.000000,2019-09-22 06:08:22.000000,1399,,313,672
6360,"(51.2184,4.38558)","(51.1968,4.40579)",2019-09-22 06:00:00.000000,2019-09-22 06:10:33.000000,3964,,314,673
6361,"(51.2221,4.41835)","(51.1653,4.3939)",2019-09-22 06:43:39.000000,2019-09-22 07:01:56.000000,4171,65941,2607,5709
6362,"(51.2023,4.41208)","(51.1906,4.38893)",2019-09-22 06:38:21.000000,2019-09-22 06:46:48.000000,5448,55865,1834,6286
6363,"(51.2259,4.40086)","(51.1771,4.39972)",2019-09-22 06:20:15.000000,2019-09-22 06:34:29.000000,726,21198,2828,5678
6364,"(51.2333,4.40311)","(51.2177,4.42062)",2019-09-22 06:25:53.000000,2019-09-22 06:33:03.000000,2768,30390,4094,2451
6365,"(51.2243,4.39907)","(51.2473,4.44902)",2019-09-22 06:47:42.000000,2019-09-22 07:07:46.000000,984,28061,2722,3917
6366,"(51.2099,4.39098)","(51.2205,4.4692)",2019-09-22 06:53:10.000000,2019-09-22 07:15:18.000000,3441,70818,2103,4545
6367,"(51.2261,4.42638)","(51.1762,4.3677)",2019-09-22 06:32:23.000000,2019-09-22 07:07:45.000000,15,44957,6552,6100
6368,"(51.2008,4.39421)","(51.2259,4.40086)",2019-09-22 06:56:31.000000,2019-09-22 07:05:28.000000,2577,22546,1729,2828
6369,"(51.2261,4.42638)","(51.2016,4.42358)",2019-09-22 06:18:26.000000,2019-09-22 06:29:12.000000,2675,27085,6562,1030
6370,"(51.1981,4.45322)","(51.2281,4.41173)",2019-09-22 06:15:55.000000,2019-09-22 06:34:16.000000,4173,4370,5035,2795
6371,"(51.2564,4.44715)","(51.2119,4.39894)",2019-09-22 06:33:28.000000,2019-09-22 06:51:20.000000,2622,71857,3683,2179
6372,"(51.2058,4.39879)","(51.2297,4.40572)",2019-09-22 06:27:54.000000,2019-09-22 06:36:03.000000,1433,76366,1447,608
6373,"(51.2251,4.46613)","(51.2198,4.45487)",2019-09-22 06:10:37.000000,2019-09-22 06:15:15.000000,5475,41677,4417,4485
6374,"(51.209,4.43266)","(51.2299,4.43167)",2019-09-22 06:58:52.000000,2019-09-22 07:04:38.000000,3815,34601,2064,3110
6375,"(51.2165,4.39375)","(51.179,4.39048)",2019-09-22 06:29:25.000000,2019-09-22 06:41:57.000000,5363,66478,1485,6411
6376,"(51.2174,4.42002)","(51.2174,4.42002)",2019-09-22 06:49:40.000000,2019-09-22 06:49:40.000000,1231,75838,1366,1353
6377,"(51.2221,4.43375)","(51.2186,4.43056)",2019-09-22 06:44:33.000000,2019-09-22 06:46:18.000000,1005,67658,2673,2525
6378,"(51.2217,4.42071)","(51.2135,4.40496)",2019-09-22 06:29:37.000000,2019-09-22 06:34:40.000000,746,43716,2656,2255
6379,"(51.2038,4.42077)","(51.228,4.41899)",2019-09-22 06:41:40.000000,2019-09-22 06:49:29.000000,205,50798,1404,799
6380,"(51.1985,4.39071)","(51.243,4.43569)",2019-09-22 06:10:38.000000,2019-09-22 06:39:51.000000,1061,3053,1692,3946
6381,"(51.2251,4.41206)","(51.1767,4.38241)",2019-09-22 06:43:21.000000,2019-09-22 07:00:16.000000,1037,45994,2745,5785
6382,"(51.2261,4.42638)","(51.2078,4.46528)",2019-09-22 06:10:35.000000,2019-09-22 06:27:16.000000,1663,25186,6560,4776
6383,"(51.2182,4.40617)","(51.2221,4.40467)",2019-09-22 06:22:02.000000,2019-09-22 06:23:15.000000,5688,70621,2484,2686
6385,"(51.2189,4.4012)","(51.2263,4.45196)",2019-09-22 06:08:20.000000,2019-09-22 06:25:58.000000,1396,56634,1502,4288
6386,"(51.2142,4.4162)","(51.2314,4.40357)",2019-09-22 06:18:32.000000,2019-09-22 06:27:55.000000,441,65509,2339,534
6387,"(51.2135,4.40496)","(51.2134,4.43392)",2019-09-22 06:41:13.000000,2019-09-22 06:52:45.000000,4133,52594,2256,2294
6388,"(51.2032,4.42845)","(51.2047,4.38766)",2019-09-22 06:04:56.000000,2019-09-22 06:15:46.000000,3630,62789,1843,1922
6389,"(51.2047,4.39625)","(51.2328,4.44433)",2019-09-22 06:40:34.000000,2019-09-22 07:01:16.000000,5504,62961,126,4239
6391,"(51.2055,4.39933)","(51.1938,4.40228)",2019-09-22 06:37:21.000000,2019-09-22 06:42:50.000000,692,20762,3398,3199
6392,"(51.2247,4.43659)","(51.1926,4.42151)",2019-09-22 06:02:07.000000,2019-09-22 06:12:23.000000,693,41118,2766,1599
6393,"(51.2099,4.39098)","(51.216,4.43997)",2019-09-22 06:48:39.000000,2019-09-22 07:03:15.000000,1708,23198,2096,1335
6394,"(51.2512,4.4373)","(51.2288,4.47866)",2019-09-22 06:05:31.000000,2019-09-22 06:22:37.000000,5420,54648,3771,4396
6395,"(51.2092,4.40293)","(51.213,4.42164)",2019-09-22 06:56:50.000000,2019-09-22 07:01:56.000000,244,70528,2083,1182
6396,"(51.2305,4.40769)","(51.1971,4.4103)",2019-09-22 06:13:07.000000,2019-09-22 06:23:23.000000,1046,42994,4169,1662
6397,"(51.2019,4.39835)","(51.2299,4.43167)",2019-09-22 06:26:12.000000,2019-09-22 06:45:01.000000,1650,41389,3363,3107
6398,"(51.1968,4.40579)","(51.2313,4.421)",2019-09-22 06:58:02.000000,2019-09-22 07:08:15.000000,1552,26886,669,3244
6399,"(51.2299,4.41942)","(51.1885,4.3727)",2019-09-22 06:35:57.000000,2019-09-22 06:55:41.000000,1553,40404,3017,6117
6400,"(51.2078,4.39439)","(51.2241,4.43214)",2019-09-22 06:42:29.000000,2019-09-22 07:01:15.000000,5508,27639,1978,243
6401,"(51.1735,4.35219)","(51.213,4.42164)",2019-09-22 06:08:20.000000,2019-09-22 06:30:26.000000,1105,56272,6058,1198
6402,"(51.2299,4.41942)","(51.2187,4.40066)",2019-09-22 06:26:29.000000,2019-09-22 06:34:57.000000,340,7140,3013,81
6403,"(51.2082,4.42433)","(51.2318,4.42699)",2019-09-22 06:58:07.000000,2019-09-22 07:05:50.000000,3973,63040,1998,3078
6404,"(51.2012,4.40224)","(51.1638,4.35336)",2019-09-22 06:45:22.000000,2019-09-22 07:08:38.000000,207,36892,1795,7419
6405,"(51.2103,4.39686)","(51.2422,4.44252)",2019-09-22 06:40:45.000000,2019-09-22 07:01:45.000000,1359,27627,908,3994
6406,"(51.1721,4.33814)","(51.2299,4.43167)",2019-09-22 06:05:40.000000,2019-09-22 06:38:39.000000,628,64753,6661,3114
6407,"(51.2125,4.40924)","(51.228,4.41899)",2019-09-22 06:06:48.000000,2019-09-22 06:13:25.000000,5351,54152,720,782
6408,"(51.2273,4.4307)","(51.2191,4.3949)",2019-09-22 06:15:51.000000,2019-09-22 06:28:27.000000,5615,33680,1551,2569
6409,"(51.2237,4.40297)","(51.2046,4.41057)",2019-09-22 06:47:56.000000,2019-09-22 06:54:40.000000,1530,588,698,1889
6410,"(51.2171,4.40888)","(51.1888,4.45039)",2019-09-22 06:19:17.000000,2019-09-22 06:40:46.000000,5703,34970,2421,6394
